geo_name,geo_sumlevel,geo_id,adult_obesity_2015,adult_obesity_2016,adult_obesity_2017
"Lamoille County, VT","county",05000US50015,0.258,0.249,0.252
"Orange County, VT","county",05000US50017,0.275,0.261,0.266
"Orleans County, VT","county",05000US50019,0.299,0.299,0.285
"Rutland County, VT","county",05000US50021,0.285,0.28,0.295
"Washington County, VT","county",05000US50023,0.225,0.23,0.23
"Windham County, VT","county",05000US50025,0.225,0.228,0.234
"Windsor County, VT","county",05000US50027,0.227,0.228,0.24
"Accomack County, VA","county",05000US51001,0.35,0.366,0.347
"Albemarle County, VA","county",05000US51003,0.256,0.229,0.226
"Alleghany County, VA","county",05000US51005,0.264,0.308,0.33
"Amelia County, VA","county",05000US51007,0.343,0.31,0.29
"Amherst County, VA","county",05000US51009,0.303,0.303,0.294
"Appomattox County, VA","county",05000US51011,0.311,0.302,0.293
"Arlington County, VA","county",05000US51013,0.175,0.169,0.161
"Augusta County, VA","county",05000US51015,0.283,0.304,0.34
"Bath County, VA","county",05000US51017,0.296,0.31,0.287
"Bedford County, VA","county",05000US51019,0.269,0.306,0.331
"Bland County, VA","county",05000US51021,0.309,0.294,0.309
"Botetourt County, VA","county",05000US51023,0.274,0.258,0.256
"Brunswick County, VA","county",05000US51025,0.336,0.345,0.359
"Buchanan County, VA","county",05000US51027,0.288,0.295,0.318
"Buckingham County, VA","county",05000US51029,0.324,0.331,0.335
"Campbell County, VA","county",05000US51031,0.306,0.326,0.315
"Caroline County, VA","county",05000US51033,0.3,0.297,0.296
"Carroll County, VA","county",05000US51035,0.303,0.31,0.291
"Charles City County, VA","county",05000US51036,0.355,0.364,0.352
"Charlotte County, VA","county",05000US51037,0.311,0.322,0.335
"Chesterfield County, VA","county",05000US51041,0.272,0.267,0.26
"Clarke County, VA","county",05000US51043,0.301,0.28,0.268
"Craig County, VA","county",05000US51045,0.322,0.292,0.278
"Culpeper County, VA","county",05000US51047,0.318,0.302,0.318
"Cumberland County, VA","county",05000US51049,0.329,0.314,0.321
"Dickenson County, VA","county",05000US51051,0.287,0.298,0.351
"Dinwiddie County, VA","county",05000US51053,0.342,0.326,0.327
"Essex County, VA","county",05000US51057,0.29,0.295,0.327
"Fairfax County, VA","county",05000US51059,0.195,0.199,0.203
"Fauquier County, VA","county",05000US51061,0.255,0.255,0.255
"Floyd County, VA","county",05000US51063,0.294,0.268,0.265
"Fluvanna County, VA","county",05000US51065,0.282,0.295,0.276
"Franklin County, VA","county",05000US51067,0.288,0.273,0.284
"Frederick County, VA","county",05000US51069,0.307,0.325,0.317
"Giles County, VA","county",05000US51071,0.344,0.314,0.303
"Gloucester County, VA","county",05000US51073,0.333,0.332,0.345
"Goochland County, VA","county",05000US51075,0.255,0.249,0.284
"Grayson County, VA","county",05000US51077,0.321,0.333,0.303
"Greene County, VA","county",05000US51079,0.288,0.267,0.279
"Greensville County, VA","county",05000US51081,0.331,0.346,0.327
"Halifax County, VA","county",05000US51083,0.35,0.359,0.324
"Hanover County, VA","county",05000US51085,0.247,0.265,0.274
"Henrico County, VA","county",05000US51087,0.281,0.282,0.275
"Henry County, VA","county",05000US51089,0.308,0.317,0.323
"Highland County, VA","county",05000US51091,0.284,0.273,0.263
"Isle of Wight County, VA","county",05000US51093,0.299,0.286,0.293
"James City County, VA","county",05000US51095,0.245,0.246,0.252
"King and Queen County, VA","county",05000US51097,0.331,0.31,0.301
"King George County, VA","county",05000US51099,0.288,0.287,0.283
"King William County, VA","county",05000US51101,0.32,0.3,0.263
"Lancaster County, VA","county",05000US51103,0.297,0.311,0.298
"Lee County, VA","county",05000US51105,0.285,0.279,0.294
"Loudoun County, VA","county",05000US51107,0.223,0.218,0.216
"Louisa County, VA","county",05000US51109,0.34,0.352,0.324
"Lunenburg County, VA","county",05000US51111,0.301,0.274,0.275
"Madison County, VA","county",05000US51113,0.322,0.312,0.291
"Mathews County, VA","county",05000US51115,0.275,0.27,0.278
"Mecklenburg County, VA","county",05000US51117,0.335,0.319,0.309
"Middlesex County, VA","county",05000US51119,0.26,0.257,0.262
"Montgomery County, VA","county",05000US51121,0.261,0.237,0.242
"Nelson County, VA","county",05000US51125,0.279,0.277,0.297
"New Kent County, VA","county",05000US51127,0.319,0.316,0.282
"Northampton County, VA","county",05000US51131,0.305,0.353,0.361
"Northumberland County, VA","county",05000US51133,0.266,0.256,0.263
"Nottoway County, VA","county",05000US51135,0.341,0.356,0.34
"Orange County, VA","county",05000US51137,0.328,0.281,0.283
"Page County, VA","county",05000US51139,0.306,0.295,0.283
"Patrick County, VA","county",05000US51141,0.296,0.308,0.309
"Pittsylvania County, VA","county",05000US51143,0.332,0.331,0.32
"Powhatan County, VA","county",05000US51145,0.306,0.309,0.3
"Prince Edward County, VA","county",05000US51147,0.33,0.298,0.321
"Prince George County, VA","county",05000US51149,0.359,0.352,0.332
"Prince William County, VA","county",05000US51153,0.267,0.252,0.255
"Pulaski County, VA","county",05000US51155,0.315,0.324,0.33
"Rappahannock County, VA","county",05000US51157,0.256,0.264,0.272
"Richmond County, VA","county",05000US51159,0.31,0.295,0.299
"Roanoke County, VA","county",05000US51161,0.282,0.265,0.266
"Rockbridge County, VA","county",05000US51163,0.266,0.243,0.248
"Rockingham County, VA","county",05000US51165,0.284,0.279,0.264
"Russell County, VA","county",05000US51167,0.354,0.311,0.289
"Scott County, VA","county",05000US51169,0.335,0.327,0.312
"Shenandoah County, VA","county",05000US51171,0.267,0.263,0.266
"Smyth County, VA","county",05000US51173,0.305,0.273,0.296
"Southampton County, VA","county",05000US51175,0.335,0.331,0.311
"Spotsylvania County, VA","county",05000US51177,0.318,0.335,0.327
"Stafford County, VA","county",05000US51179,0.352,0.331,0.296
"Surry County, VA","county",05000US51181,0.328,0.334,0.353
"Sussex County, VA","county",05000US51183,0.345,0.387,0.359
"Tazewell County, VA","county",05000US51185,0.302,0.288,0.303
"Warren County, VA","county",05000US51187,0.273,0.275,0.292
"Washington County, VA","county",05000US51191,0.317,0.307,0.3
"Westmoreland County, VA","county",05000US51193,0.291,0.303,0.307
"Wise County, VA","county",05000US51195,0.319,0.332,0.308
"Wythe County, VA","county",05000US51197,0.301,0.303,0.313
"York County, VA","county",05000US51199,0.283,0.269,0.261
"Alexandria city, VA","county",05000US51510,0.204,0.207,0.201
"Bedford city, VA","county",05000US51515,0.342,0.33,
"Bristol city, VA","county",05000US51520,0.295,0.292,0.273
"Buena Vista city, VA","county",05000US51530,0.29,0.283,0.259
"Charlottesville city, VA","county",05000US51540,0.271,0.262,0.259
"Chesapeake city, VA","county",05000US51550,0.298,0.312,0.323
"Colonial Heights city, VA","county",05000US51570,0.264,0.263,0.268
"Covington city, VA","county",05000US51580,0.294,0.294,0.264
"Danville city, VA","county",05000US51590,0.351,0.35,0.341
"Emporia city, VA","county",05000US51595,0.334,0.322,0.297
"Fairfax city, VA","county",05000US51600,0.242,0.227,0.218
"Falls Church city, VA","county",05000US51610,0.254,0.264,0.275
"Franklin city, VA","county",05000US51620,0.344,0.343,0.344
"Fredericksburg city, VA","county",05000US51630,0.299,0.296,0.288
"Galax city, VA","county",05000US51640,0.298,0.287,0.26
"Hampton city, VA","county",05000US51650,0.331,0.321,0.348
"Harrisonburg city, VA","county",05000US51660,0.298,0.269,0.248
"Hopewell city, VA","county",05000US51670,0.346,0.341,0.318
"Lexington city, VA","county",05000US51678,0.292,0.272,0.26
"Lynchburg city, VA","county",05000US51680,0.29,0.298,0.271
"Manassas city, VA","county",05000US51683,0.295,0.275,0.287
"Manassas Park city, VA","county",05000US51685,0.306,0.297,0.283
"Martinsville city, VA","county",05000US51690,0.321,0.334,0.335
"Newport News city, VA","county",05000US51700,0.354,0.341,0.323
"Norfolk city, VA","county",05000US51710,0.346,0.314,0.301
"Norton city, VA","county",05000US51720,0.291,0.279,0.262
"Petersburg city, VA","county",05000US51730,0.361,0.383,0.414
"Poquoson city, VA","county",05000US51735,0.283,0.265,0.247
"Portsmouth city, VA","county",05000US51740,0.415,0.369,0.372
"Radford city, VA","county",05000US51750,0.298,0.294,0.296
"Richmond city, VA","county",05000US51760,0.291,0.296,0.3
"Roanoke city, VA","county",05000US51770,0.362,0.344,0.319
"Salem city, VA","county",05000US51775,0.272,0.239,0.252
"Staunton city, VA","county",05000US51790,0.294,0.275,0.271
"Suffolk city, VA","county",05000US51800,0.312,0.299,0.319
"Virginia Beach city, VA","county",05000US51810,0.276,0.271,0.279
"Waynesboro city, VA","county",05000US51820,0.304,0.3,0.297
"Williamsburg city, VA","county",05000US51830,0.27,0.274,0.26
"Winchester city, VA","county",05000US51840,0.286,0.265,0.267
"Adams County, WA","county",05000US53001,0.36,0.332,0.344
"Asotin County, WA","county",05000US53003,0.286,0.324,0.334
"Benton County, WA","county",05000US53005,0.32,0.314,0.315
"Chelan County, WA","county",05000US53007,0.258,0.264,0.267
"Clallam County, WA","county",05000US53009,0.281,0.273,0.263
"Clark County, WA","county",05000US53011,0.294,0.3,0.299
"Columbia County, WA","county",05000US53013,0.321,0.322,0.3
"Cowlitz County, WA","county",05000US53015,0.346,0.324,0.321
"Douglas County, WA","county",05000US53017,0.264,0.294,0.287
"Ferry County, WA","county",05000US53019,0.258,0.274,0.281
"Franklin County, WA","county",05000US53021,0.31,0.315,0.301
"Garfield County, WA","county",05000US53023,0.33,0.315,0.331
"Grant County, WA","county",05000US53025,0.334,0.35,0.343
"Grays Harbor County, WA","county",05000US53027,0.346,0.365,0.369
"Island County, WA","county",05000US53029,0.28,0.263,0.274
"Jefferson County, WA","county",05000US53031,0.253,0.233,0.245
"King County, WA","county",05000US53033,0.222,0.223,0.222
"Kitsap County, WA","county",05000US53035,0.303,0.295,0.296
"Kittitas County, WA","county",05000US53037,0.271,0.275,0.289
"Klickitat County, WA","county",05000US53039,0.258,0.257,0.275
"Lewis County, WA","county",05000US53041,0.315,0.331,0.328
"Lincoln County, WA","county",05000US53043,0.309,0.33,0.312
"Mason County, WA","county",05000US53045,0.322,0.327,0.305
"Okanogan County, WA","county",05000US53047,0.292,0.289,0.28
"Pacific County, WA","county",05000US53049,0.345,0.353,0.316
"Pend Oreille County, WA","county",05000US53051,0.282,0.27,0.288
"Pierce County, WA","county",05000US53053,0.314,0.31,0.3
"San Juan County, WA","county",05000US53055,0.175,0.179,0.207
"Skagit County, WA","county",05000US53057,0.277,0.284,0.264
"Skamania County, WA","county",05000US53059,0.31,0.301,0.281
"Snohomish County, WA","county",05000US53061,0.281,0.286,0.294
"Spokane County, WA","county",05000US53063,0.282,0.284,0.292
"Stevens County, WA","county",05000US53065,0.288,0.303,0.306
"Thurston County, WA","county",05000US53067,0.292,0.286,0.281
"Wahkiakum County, WA","county",05000US53069,0.318,0.334,0.314
"Walla Walla County, WA","county",05000US53071,0.271,0.261,0.28
"Whatcom County, WA","county",05000US53073,0.251,0.233,0.231
"Whitman County, WA","county",05000US53075,0.261,0.242,0.229
"Yakima County, WA","county",05000US53077,0.313,0.291,0.296
"Barbour County, WV","county",05000US54001,0.342,0.347,0.376
"Berkeley County, WV","county",05000US54003,0.342,0.357,0.343
"Boone County, WV","county",05000US54005,0.342,0.354,0.354
"Braxton County, WV","county",05000US54007,0.322,0.312,0.325
"Brooke County, WV","county",05000US54009,0.34,0.349,0.39
"Cabell County, WV","county",05000US54011,0.342,0.333,0.305
"Calhoun County, WV","county",05000US54013,0.351,0.345,0.327
"Clay County, WV","county",05000US54015,0.382,0.363,0.326
"Doddridge County, WV","county",05000US54017,0.33,0.353,0.357
"Fayette County, WV","county",05000US54019,0.34,0.345,0.356
"Gilmer County, WV","county",05000US54021,0.37,0.39,0.39
"Grant County, WV","county",05000US54023,0.361,0.369,0.389
"Greenbrier County, WV","county",05000US54025,0.309,0.337,0.342
"Hampshire County, WV","county",05000US54027,0.337,0.337,0.338
"Hancock County, WV","county",05000US54029,0.347,0.38,0.348
"Hardy County, WV","county",05000US54031,0.306,0.357,0.37
"Harrison County, WV","county",05000US54033,0.329,0.332,0.337
"Jackson County, WV","county",05000US54035,0.327,0.305,0.317
"Jefferson County, WV","county",05000US54037,0.314,0.325,0.332
"Kanawha County, WV","county",05000US54039,0.306,0.317,0.327
"Lewis County, WV","county",05000US54041,0.353,0.362,0.359
"Lincoln County, WV","county",05000US54043,0.368,0.405,0.399
"Logan County, WV","county",05000US54045,0.404,0.412,0.407
"McDowell County, WV","county",05000US54047,0.375,0.401,0.421
"Marion County, WV","county",05000US54049,0.326,0.344,0.326
"Marshall County, WV","county",05000US54051,0.305,0.325,0.352
"Mason County, WV","county",05000US54053,0.373,0.364,0.361
"Mercer County, WV","county",05000US54055,0.351,0.339,0.374
"Mineral County, WV","county",05000US54057,0.349,0.347,0.345
"Mingo County, WV","county",05000US54059,0.385,0.405,0.403
"Monongalia County, WV","county",05000US54061,0.271,0.274,0.288
"Monroe County, WV","county",05000US54063,0.313,0.318,0.309
"Morgan County, WV","county",05000US54065,0.34,0.34,0.326
"Nicholas County, WV","county",05000US54067,0.341,0.356,0.382
"Ohio County, WV","county",05000US54069,0.282,0.293,0.314
"Pendleton County, WV","county",05000US54071,0.359,0.353,0.36
"Pleasants County, WV","county",05000US54073,0.375,0.378,0.388
"Pocahontas County, WV","county",05000US54075,0.306,0.322,0.314
"Preston County, WV","county",05000US54077,0.359,0.355,0.359
"Putnam County, WV","county",05000US54079,0.293,0.325,0.346
"Raleigh County, WV","county",05000US54081,0.348,0.345,0.356
"Randolph County, WV","county",05000US54083,0.346,0.356,0.348
"Ritchie County, WV","county",05000US54085,0.348,0.339,0.357
"Roane County, WV","county",05000US54087,0.356,0.37,0.362
"Summers County, WV","county",05000US54089,0.38,0.377,0.361
"Taylor County, WV","county",05000US54091,0.361,0.364,0.37
"Tucker County, WV","county",05000US54093,0.335,0.359,0.378
"Tyler County, WV","county",05000US54095,0.359,0.342,0.326
"Upshur County, WV","county",05000US54097,0.341,0.362,0.382
"Wayne County, WV","county",05000US54099,0.365,0.38,0.377
"Webster County, WV","county",05000US54101,0.322,0.355,0.347
"Wetzel County, WV","county",05000US54103,0.325,0.333,0.33
"Wirt County, WV","county",05000US54105,0.383,0.381,0.369
"Wood County, WV","county",05000US54107,0.335,0.341,0.359
"Wyoming County, WV","county",05000US54109,0.348,0.379,0.388
"Adams County, WI","county",05000US55001,0.284,0.313,0.34
"Ashland County, WI","county",05000US55003,0.28,0.278,0.273
"Barron County, WI","county",05000US55005,0.328,0.334,0.316
"Bayfield County, WI","county",05000US55007,0.273,0.282,0.287
"Brown County, WI","county",05000US55009,0.273,0.272,0.284
"Buffalo County, WI","county",05000US55011,0.302,0.328,0.32
"Burnett County, WI","county",05000US55013,0.28,0.288,0.287
"Calumet County, WI","county",05000US55015,0.291,0.293,0.313
"Chippewa County, WI","county",05000US55017,0.314,0.285,0.302
"Clark County, WI","county",05000US55019,0.324,0.337,0.341
"Columbia County, WI","county",05000US55021,0.348,0.334,0.347
"Crawford County, WI","county",05000US55023,0.279,0.294,0.331
"Dane County, WI","county",05000US55025,0.215,0.222,0.237
"Dodge County, WI","county",05000US55027,0.296,0.277,0.317
"Door County, WI","county",05000US55029,0.298,0.278,0.275
"Douglas County, WI","county",05000US55031,0.285,0.317,0.322
"Dunn County, WI","county",05000US55033,0.289,0.297,0.323
"Eau Claire County, WI","county",05000US55035,0.312,0.323,0.292
"Florence County, WI","county",05000US55037,0.306,0.339,0.32
"Fond du Lac County, WI","county",05000US55039,0.293,0.31,0.301
"Forest County, WI","county",05000US55041,0.313,0.319,0.347
"Grant County, WI","county",05000US55043,0.273,0.297,0.319
"Green County, WI","county",05000US55045,0.288,0.309,0.314
"Green Lake County, WI","county",05000US55047,0.288,0.311,0.346
"Iowa County, WI","county",05000US55049,0.284,0.277,0.318
"Iron County, WI","county",05000US55051,0.283,0.289,0.291
"Jackson County, WI","county",05000US55053,0.305,0.325,0.326
"Jefferson County, WI","county",05000US55055,0.304,0.292,0.294
"Juneau County, WI","county",05000US55057,0.319,0.339,0.358
"Kenosha County, WI","county",05000US55059,0.313,0.318,0.329
"Kewaunee County, WI","county",05000US55061,0.313,0.347,0.335
"La Crosse County, WI","county",05000US55063,0.225,0.252,0.283
"Lafayette County, WI","county",05000US55065,0.307,0.328,0.353
"Langlade County, WI","county",05000US55067,0.273,0.286,0.299
"Lincoln County, WI","county",05000US55069,0.308,0.315,0.328
"Manitowoc County, WI","county",05000US55071,0.296,0.311,0.308
"Marathon County, WI","county",05000US55073,0.278,0.295,0.295
"Marinette County, WI","county",05000US55075,0.33,0.327,0.353
"Marquette County, WI","county",05000US55077,0.301,0.333,0.349
"Menominee County, WI","county",05000US55078,0.392,0.41,0.425
"Milwaukee County, WI","county",05000US55079,0.312,0.31,0.329
"Monroe County, WI","county",05000US55081,0.304,0.316,0.33
"Oconto County, WI","county",05000US55083,0.304,0.286,0.304
